component_id,lot_id,value_0h,value_24h,value_96h,value_168h,temperature,ground_truth_status
C00118,LOT_01,11.81,11.74,12.87,12.1,150.0,NORMAL
C00119,LOT_07,3.77,4.94,8.56,12.9,125.0,ANOMALOUS
C00120,LOT_06,8.87,8.97,9.6,11.06,125.0,NORMAL
C00121,LOT_06,8.67,9.67,9.9,9.23,125.0,NORMAL
C00122,LOT_03,13.36,13.41,14.53,14.99,125.0,NORMAL
C00123,LOT_09,10.8,11.6,20.43,48.09,125.0,DRIFTING
C00124,LOT_02,14.61,15.86,25.66,51.86,125.0,DRIFTING
C00125,LOT_08,12.77,13.49,14.55,17.16,125.0,NORMAL
C00126,LOT_08,14.9,15.73,18.05,20.01,125.0,NORMAL
C00127,LOT_09,14.27,14.86,16.34,18.01,150.0,NORMAL
C00128,LOT_07,7.08,8.89,16.68,42.62,85.0,DRIFTING
C00129,LOT_01,10.3,10.53,11.35,12.69,125.0,NORMAL
C00130,LOT_02,14.17,14.72,16.98,19.68,125.0,NORMAL
C00131,LOT_06,8.39,9.15,8.64,8.28,125.0,NORMAL
C00132,LOT_01,11.34,11.76,14.61,14.4,125.0,NORMAL
C00133,LOT_07,6.64,8.07,16.69,43.01,125.0,DRIFTING
C00134,LOT_03,14.23,14.58,16.07,16.03,150.0,NORMAL
C00135,LOT_09,13.75,14.35,15.43,16.19,125.0,NORMAL
C00136,LOT_08,13.77,15.32,24.4,52.58,125.0,DRIFTING
C00137,LOT_04,10.01,11.19,18.51,45.22,85.0,DRIFTING
C00138,LOT_09,11.5,11.18,12.41,12.16,105.0,NORMAL
C00139,LOT_01,8.91,10.01,10.09,12.12,85.0,NORMAL
C00140,LOT_01,11.31,23.08,77.9,157.9,150.0,HIGH_RISK
C00141,LOT_06,8.47,8.66,10.31,11.47,125.0,NORMAL
C00142,LOT_04,12.13,13.03,14.47,17.32,125.0,NORMAL
C00143,LOT_03,13.3,13.33,15.69,17.62,125.0,NORMAL
C00144,LOT_07,8.86,9.3,11.52,13.39,125.0,NORMAL
C00145,LOT_07,8.04,8.42,8.98,11.86,125.0,NORMAL
C00146,LOT_05,9.35,9.52,11.54,11.73,125.0,NORMAL
C00147,LOT_03,12.49,12.63,13.63,14.12,105.0,NORMAL
C00148,LOT_08,14.58,14.99,16.47,18.16,125.0,NORMAL
C00149,LOT_04,11.86,21.73,63.1,128.29,125.0,HIGH_RISK
C00150,LOT_01,10.21,10.71,12.53,14.85,105.0,NORMAL
C00151,LOT_06,9.89,10.67,10.74,12.64,125.0,NORMAL
C00152,LOT_09,11.16,12.82,20.88,44.48,125.0,DRIFTING
C00153,LOT_10,10.02,10.75,11.5,11.95,85.0,NORMAL
C00154,LOT_01,9.36,9.22,11.35,12.84,105.0,NORMAL
C00155,LOT_08,14.25,14.81,16.71,18.68,125.0,NORMAL
C00156,LOT_05,10.2,10.61,10.93,11.61,150.0,NORMAL
C00157,LOT_10,11.38,11.93,13.7,15.2,125.0,NORMAL
C00158,LOT_07,7.06,7.53,7.09,8.45,125.0,NORMAL
C00159,LOT_02,11.8,12.25,12.04,13.26,105.0,NORMAL
C00160,LOT_02,13.45,15.08,25.44,54.95,105.0,DRIFTING
C00161,LOT_05,9.19,9.62,9.95,12.05,125.0,NORMAL
C00162,LOT_09,11.84,13.57,22.75,48.57,125.0,DRIFTING
C00163,LOT_06,8.45,22.22,82.02,168.08,125.0,HIGH_RISK
C00164,LOT_07,6.15,6.96,7.08,7.83,85.0,NORMAL
C00165,LOT_01,9.5,9.27,10.17,11.29,125.0,NORMAL
C00166,LOT_09,12.86,14.13,23.28,49.9,125.0,DRIFTING
C00167,LOT_02,12.4,13.11,12.93,15.84,125.0,NORMAL
C00168,LOT_05,8.78,9.22,11.01,12.21,105.0,NORMAL
C00169,LOT_02,13.92,14.51,15.76,18.68,105.0,NORMAL
C00170,LOT_10,13.73,13.72,14.75,16.1,125.0,NORMAL
C00171,LOT_10,12.19,12.32,13.64,14.17,125.0,NORMAL
C00172,LOT_06,9.64,9.92,10.29,11.5,125.0,NORMAL
C00173,LOT_06,9.35,10.75,19.42,48.86,125.0,DRIFTING
C00174,LOT_01,9.68,10.79,20.19,45.67,105.0,DRIFTING
C00175,LOT_04,11.15,11.51,11.82,14.36,105.0,NORMAL
C00176,LOT_06,6.24,6.26,8.31,10.65,85.0,NORMAL
C00177,LOT_09,11.97,12.07,13.16,16.41,150.0,NORMAL
C00178,LOT_07,9.29,11.11,19.84,47.39,125.0,DRIFTING
C00179,LOT_05,9.68,9.8,10.33,11.91,125.0,NORMAL
C00180,LOT_02,13.52,14.22,14.76,16.29,125.0,NORMAL
C00181,LOT_10,13.54,14.46,17.38,18.37,125.0,NORMAL
C00182,LOT_08,15.83,16.92,18.97,20.48,125.0,NORMAL
C00183,LOT_09,11.1,11.39,12.49,12.56,125.0,NORMAL
C00184,LOT_03,14.8,29.29,52.39,98.44,105.0,HIGH_RISK
C00185,LOT_05,7.51,8.09,8.83,10.92,85.0,NORMAL
C00186,LOT_04,11.69,12.3,13.5,16.82,125.0,NORMAL
C00187,LOT_04,14.04,15.24,18.53,21.63,105.0,ANOMALOUS
C00188,LOT_01,9.78,11.33,20.17,46.67,105.0,DRIFTING
C00189,LOT_05,7.14,7.43,8.43,9.01,85.0,NORMAL
C00190,LOT_06,9.58,9.87,10.33,11.36,125.0,NORMAL
C00191,LOT_02,12.9,13.12,13.97,14.26,85.0,NORMAL
C00192,LOT_04,12.54,13.2,13.91,15.39,125.0,NORMAL
C00193,LOT_03,13.68,14.42,14.62,14.36,125.0,NORMAL
C00194,LOT_07,8.2,8.21,8.82,9.28,105.0,NORMAL
C00195,LOT_04,12.31,12.39,13.1,14.79,125.0,NORMAL
C00196,LOT_02,13.75,23.28,66.11,132.46,105.0,HIGH_RISK
C00197,LOT_05,10.58,20.32,37.33,72.79,125.0,HIGH_RISK
C00198,LOT_06,8.25,8.16,9.24,10.4,105.0,NORMAL
C00199,LOT_03,9.72,9.93,10.93,10.32,105.0,NORMAL
C00200,LOT_03,15.08,15.68,18.28,18.89,125.0,NORMAL
C00201,LOT_01,10.58,11.35,12.96,14.3,125.0,NORMAL
C00202,LOT_08,13.59,20.41,51.38,97.23,105.0,HIGH_RISK
C00203,LOT_08,10.95,11.17,11.2,13.0,85.0,NORMAL
C00204,LOT_04,11.44,11.83,12.48,12.52,125.0,NORMAL
C00205,LOT_08,13.58,13.84,14.93,16.69,105.0,NORMAL
C00206,LOT_01,10.01,10.31,11.23,11.46,105.0,NORMAL
C00207,LOT_02,15.75,16.44,17.62,18.76,125.0,NORMAL
C00208,LOT_08,14.94,14.66,16.1,16.88,125.0,NORMAL
C00209,LOT_04,11.17,11.7,12.49,13.4,105.0,NORMAL
C00210,LOT_01,8.98,9.87,11.99,15.05,105.0,NORMAL
C00211,LOT_07,8.67,9.36,11.6,12.99,125.0,NORMAL
C00212,LOT_02,13.84,14.51,15.75,18.78,105.0,NORMAL
C00213,LOT_06,9.32,10.16,11.55,12.5,125.0,NORMAL
C00214,LOT_08,13.84,13.96,15.65,15.82,105.0,NORMAL
C00215,LOT_07,8.96,8.73,10.81,12.17,125.0,NORMAL
C00216,LOT_01,8.82,9.73,11.06,13.69,85.0,NORMAL
C00217,LOT_03,17.35,17.88,19.11,22.94,150.0,NORMAL
C00218,LOT_05,7.05,7.05,8.51,10.33,85.0,NORMAL
C00219,LOT_03,12.48,13.53,14.92,16.27,85.0,NORMAL
C00220,LOT_03,12.9,13.35,15.73,17.51,125.0,NORMAL
C00221,LOT_03,12.17,11.78,13.1,12.43,125.0,NORMAL
C00222,LOT_09,15.69,15.95,17.94,19.15,150.0,NORMAL
C00223,LOT_07,8.01,8.0,9.03,10.8,125.0,NORMAL
C00224,LOT_01,11.61,12.49,19.66,48.7,150.0,DRIFTING
C00225,LOT_05,9.16,9.33,9.52,9.33,125.0,NORMAL
C00226,LOT_04,15.19,15.74,15.97,17.12,125.0,ANOMALOUS
C00227,LOT_10,13.15,13.68,15.02,13.73,125.0,NORMAL
C00228,LOT_07,6.02,6.26,8.33,9.76,85.0,NORMAL
C00229,LOT_10,13.69,13.92,16.21,16.67,125.0,NORMAL
C00230,LOT_09,18.6,27.88,43.21,86.21,150.0,HIGH_RISK
C00231,LOT_10,10.6,10.87,12.13,10.8,85.0,NORMAL
C00232,LOT_07,8.34,8.5,10.2,11.85,125.0,NORMAL
C00233,LOT_02,13.42,14.31,15.63,16.99,125.0,NORMAL
C00234,LOT_03,9.81,10.61,19.82,44.94,85.0,DRIFTING
C00235,LOT_06,6.74,7.15,7.88,9.1,85.0,NORMAL
C00236,LOT_10,12.74,12.82,14.53,14.45,125.0,NORMAL
C00237,LOT_07,9.46,11.12,21.7,49.16,125.0,DRIFTING
C00238,LOT_08,13.1,13.26,13.74,17.38,125.0,NORMAL
C00239,LOT_06,8.86,8.97,9.93,11.01,125.0,NORMAL
C00240,LOT_05,9.11,10.23,12.04,13.98,125.0,NORMAL
C00241,LOT_05,8.5,9.15,10.38,12.62,125.0,NORMAL
C00242,LOT_05,10.6,10.72,11.48,12.42,150.0,NORMAL
C00243,LOT_09,11.74,12.27,13.06,13.7,125.0,NORMAL
C00244,LOT_01,9.25,9.21,12.13,14.3,105.0,NORMAL
C00245,LOT_06,8.77,10.02,16.94,44.28,125.0,DRIFTING
C00246,LOT_03,13.5,13.68,14.27,15.84,125.0,NORMAL
C00247,LOT_03,11.79,11.73,12.87,11.85,125.0,NORMAL
C00248,LOT_04,12.64,13.25,13.88,15.03,125.0,NORMAL
C00249,LOT_07,6.62,6.79,7.89,8.35,105.0,NORMAL
C00250,LOT_04,9.97,10.47,13.06,15.52,85.0,NORMAL
C00251,LOT_04,15.35,16.07,16.72,19.89,150.0,NORMAL
C00252,LOT_08,13.83,13.86,13.4,14.52,125.0,NORMAL
C00253,LOT_05,8.77,9.93,11.75,12.9,105.0,NORMAL
C00254,LOT_03,14.04,15.59,23.41,48.86,105.0,DRIFTING
C00255,LOT_05,7.81,21.44,82.32,174.68,85.0,HIGH_RISK
C00256,LOT_08,14.59,15.65,18.26,18.4,125.0,NORMAL
C00257,LOT_03,14.99,16.52,24.53,50.01,125.0,DRIFTING
C00258,LOT_03,19.36,20.36,23.33,27.73,125.0,ANOMALOUS
C00259,LOT_08,12.22,13.3,13.53,13.19,105.0,NORMAL
C00260,LOT_04,10.04,10.49,10.25,11.24,105.0,NORMAL
C00261,LOT_06,12.33,12.23,13.15,13.61,150.0,NORMAL
C00262,LOT_09,8.15,8.53,8.7,8.92,85.0,NORMAL
C00263,LOT_03,11.63,22.83,77.72,156.18,125.0,HIGH_RISK
C00264,LOT_07,6.82,15.51,52.81,105.64,85.0,HIGH_RISK
C00265,LOT_08,14.34,14.66,14.93,16.37,125.0,NORMAL
C00266,LOT_02,16.36,16.69,17.88,20.24,125.0,NORMAL
C00267,LOT_06,11.32,25.06,50.48,88.8,125.0,HIGH_RISK
C00268,LOT_01,8.42,8.59,10.78,12.24,85.0,NORMAL
C00269,LOT_02,16.3,16.81,17.91,18.69,125.0,NORMAL
C00270,LOT_03,10.7,21.24,71.56,140.94,125.0,HIGH_RISK
C00271,LOT_04,11.29,11.81,13.24,15.14,125.0,NORMAL
C00272,LOT_10,12.51,12.81,14.53,14.24,125.0,NORMAL
C00273,LOT_05,10.12,12.0,18.09,45.89,125.0,DRIFTING
C00274,LOT_10,9.67,9.7,10.08,11.73,85.0,NORMAL
C00275,LOT_10,14.49,15.21,17.69,19.32,150.0,NORMAL
C00276,LOT_01,8.49,9.05,9.99,11.09,85.0,NORMAL
C00277,LOT_07,7.77,7.74,7.76,8.25,125.0,NORMAL
C00278,LOT_07,8.67,8.8,10.0,10.98,125.0,NORMAL
C00279,LOT_02,12.85,13.35,14.26,14.95,125.0,NORMAL
C00280,LOT_04,15.05,15.85,16.1,17.34,150.0,NORMAL
C00281,LOT_06,8.64,9.55,11.41,13.14,125.0,NORMAL
C00282,LOT_04,11.16,11.15,11.83,13.81,125.0,NORMAL
C00283,LOT_09,12.11,12.78,14.41,16.0,125.0,NORMAL
C00284,LOT_07,10.51,11.11,13.43,13.04,150.0,NORMAL
C00285,LOT_07,7.45,8.27,9.39,10.67,85.0,NORMAL
C00286,LOT_02,16.78,17.54,19.58,21.53,125.0,NORMAL
C00287,LOT_05,9.64,10.38,11.99,13.56,125.0,NORMAL
C00288,LOT_02,11.92,12.74,15.1,16.2,105.0,NORMAL
C00289,LOT_02,12.18,12.61,12.7,13.94,85.0,NORMAL
C00290,LOT_06,6.39,6.43,7.87,7.77,85.0,NORMAL
C00291,LOT_08,13.79,20.69,56.31,108.48,125.0,HIGH_RISK
C00292,LOT_05,7.75,8.48,9.89,12.38,105.0,NORMAL
C00293,LOT_04,11.4,12.19,13.83,15.6,125.0,NORMAL
C00294,LOT_06,9.25,9.74,10.97,12.34,125.0,NORMAL
C00295,LOT_09,12.21,12.35,13.28,12.52,125.0,NORMAL
C00296,LOT_07,8.79,8.91,9.56,9.24,125.0,NORMAL
C00297,LOT_02,14.42,16.63,26.67,55.36,125.0,DRIFTING
C00298,LOT_05,8.64,9.3,10.72,13.31,105.0,NORMAL
C00299,LOT_05,9.15,9.51,10.45,11.05,125.0,NORMAL
C00300,LOT_05,7.27,7.83,8.07,9.78,85.0,NORMAL
C00301,LOT_03,12.52,13.57,14.77,17.15,125.0,NORMAL
C00302,LOT_09,13.28,14.02,15.52,16.98,125.0,NORMAL
C00303,LOT_08,15.17,15.11,16.14,18.11,125.0,NORMAL
C00304,LOT_04,10.32,11.07,12.22,14.52,85.0,NORMAL
C00305,LOT_10,10.22,10.34,12.27,11.44,85.0,NORMAL
C00306,LOT_06,9.05,9.28,10.19,11.3,105.0,NORMAL
C00307,LOT_10,12.8,12.94,14.04,14.29,125.0,NORMAL
C00308,LOT_05,9.52,9.62,12.31,13.31,125.0,NORMAL
C00309,LOT_07,9.42,9.96,10.89,12.34,125.0,NORMAL
C00310,LOT_04,12.3,12.89,14.0,14.82,125.0,NORMAL
C00311,LOT_04,9.85,10.96,14.3,15.43,150.0,ANOMALOUS
C00312,LOT_10,12.11,12.72,14.79,15.79,105.0,NORMAL
C00313,LOT_08,15.4,16.27,16.97,18.44,150.0,NORMAL
C00314,LOT_02,22.12,22.81,23.99,26.94,125.0,ANOMALOUS
C00315,LOT_10,13.62,13.83,14.1,17.47,125.0,NORMAL
C00316,LOT_03,12.35,12.73,12.61,14.53,105.0,NORMAL
C00317,LOT_09,12.87,13.81,15.29,16.56,150.0,NORMAL
C00318,LOT_02,17.31,17.52,19.08,20.01,125.0,NORMAL
C00319,LOT_04,11.97,12.09,12.78,12.7,125.0,NORMAL
C00320,LOT_10,12.57,13.14,13.98,16.1,125.0,NORMAL
C00321,LOT_09,12.2,22.82,71.45,139.02,125.0,HIGH_RISK
C00322,LOT_04,12.26,21.56,61.37,121.96,125.0,HIGH_RISK
C00323,LOT_04,11.62,12.54,14.61,15.87,125.0,NORMAL
C00324,LOT_09,15.81,15.77,17.12,19.49,150.0,NORMAL
C00325,LOT_07,12.03,12.57,16.02,18.23,125.0,ANOMALOUS
C00326,LOT_07,6.06,6.6,7.23,7.8,85.0,NORMAL
C00327,LOT_08,11.18,12.08,13.27,13.22,85.0,NORMAL
C00328,LOT_05,8.95,9.2,9.28,9.47,105.0,NORMAL
C00329,LOT_10,11.69,12.11,12.11,13.34,105.0,NORMAL
C00330,LOT_04,11.54,12.49,20.66,50.36,125.0,DRIFTING
C00331,LOT_09,12.75,26.25,82.03,165.45,125.0,HIGH_RISK
C00332,LOT_10,13.14,13.9,15.54,16.14,125.0,NORMAL
C00333,LOT_09,11.65,11.99,14.28,15.74,105.0,NORMAL
C00334,LOT_02,15.31,15.78,17.15,18.56,125.0,NORMAL
C00335,LOT_01,8.67,9.07,8.94,10.63,85.0,NORMAL
C00336,LOT_07,9.32,9.0,11.03,11.91,125.0,NORMAL
C00337,LOT_10,13.19,14.27,24.35,49.16,125.0,DRIFTING
C00338,LOT_08,12.76,13.24,15.1,16.79,85.0,NORMAL
C00339,LOT_10,14.05,14.84,15.75,16.97,125.0,NORMAL
C00340,LOT_08,15.82,17.19,28.59,56.9,150.0,DRIFTING
C00341,LOT_05,8.8,9.66,10.34,11.77,125.0,NORMAL
C00342,LOT_01,9.49,9.89,11.53,13.59,105.0,NORMAL
C00343,LOT_04,12.08,12.78,12.79,13.55,125.0,NORMAL
C00344,LOT_02,15.61,21.91,49.3,89.71,150.0,HIGH_RISK
C00345,LOT_09,11.33,11.37,12.0,13.37,125.0,NORMAL
C00346,LOT_09,11.59,11.79,13.61,13.91,125.0,NORMAL
C00347,LOT_06,7.46,7.73,9.57,12.66,85.0,NORMAL
C00348,LOT_06,10.82,11.59,13.69,13.71,150.0,NORMAL
C00349,LOT_02,21.45,22.0,24.04,28.25,125.0,ANOMALOUS
C00350,LOT_01,8.36,8.57,11.7,12.99,85.0,NORMAL
C00351,LOT_10,12.94,14.13,15.56,16.67,125.0,NORMAL
C00352,LOT_05,9.89,9.97,12.12,13.71,150.0,NORMAL
C00353,LOT_01,10.12,10.83,11.69,12.4,125.0,NORMAL
C00354,LOT_10,11.79,12.1,14.32,14.66,125.0,NORMAL
C00355,LOT_08,13.46,14.16,15.1,16.05,105.0,NORMAL
C00356,LOT_09,11.7,13.39,23.33,54.43,105.0,DRIFTING
C00357,LOT_10,10.51,10.41,12.27,14.68,105.0,NORMAL
C00358,LOT_10,9.93,10.34,11.34,13.84,85.0,NORMAL
C00359,LOT_02,8.92,9.39,9.63,11.17,125.0,ANOMALOUS
C00360,LOT_04,12.31,13.23,21.41,45.36,125.0,DRIFTING
C00361,LOT_10,13.24,14.03,21.78,51.1,125.0,DRIFTING
C00362,LOT_01,10.63,17.04,48.01,94.09,125.0,HIGH_RISK
C00363,LOT_07,8.49,10.99,18.91,49.03,125.0,DRIFTING
C00364,LOT_04,10.38,10.63,12.13,11.72,105.0,NORMAL
C00365,LOT_10,13.29,13.28,13.55,14.27,125.0,NORMAL
C00366,LOT_03,12.24,12.7,14.21,15.86,125.0,NORMAL
C00367,LOT_03,13.61,13.04,14.51,15.4,125.0,NORMAL
C00368,LOT_01,8.61,9.8,11.99,14.05,125.0,ANOMALOUS
C00369,LOT_01,11.16,11.78,13.72,14.67,125.0,NORMAL
C00370,LOT_10,11.86,13.01,14.53,16.45,105.0,NORMAL
C00371,LOT_03,13.06,14.61,15.31,15.58,105.0,NORMAL
C00372,LOT_05,8.18,8.72,10.52,12.97,125.0,NORMAL
C00373,LOT_01,8.37,9.5,10.31,13.84,85.0,NORMAL
C00374,LOT_03,12.15,12.74,13.3,14.47,85.0,NORMAL
C00375,LOT_02,15.05,15.66,15.92,17.19,125.0,NORMAL
C00376,LOT_05,9.86,10.22,10.71,10.12,125.0,NORMAL
C00377,LOT_07,7.52,7.69,7.99,10.84,125.0,NORMAL
C00378,LOT_10,12.14,12.66,13.26,15.62,125.0,NORMAL
C00379,LOT_08,15.12,15.85,18.16,20.21,125.0,NORMAL
C00380,LOT_01,9.68,9.75,13.23,13.02,125.0,NORMAL
C00381,LOT_09,14.39,15.1,18.03,20.26,105.0,ANOMALOUS
